sample,time,ecg_channel1,ecg_channel2,heart_rate
46,0.184,-0.06705651727414148,-0.09016662252021734,75.0
47,0.188,0.0402821651829076,0.0054294398386660735,75.0
48,0.192,0.02994579320980929,0.07074241324165159,75.0
49,0.196,0.03960542362211399,0.04276527220065232,75.0
50,0.2,0.08401737903399233,0.031895211047212636,75.0
51,0.204,0.04950644208131096,0.03217236226135763,75.0
52,0.208,0.06292875951157913,0.10024840703518208,75.0
53,0.212,0.10340231816156215,0.07860551106770251,75.0
54,0.216,0.0454546247390108,0.061556999545174705,75.0
55,0.22,0.097033261372762,0.1057409358662585,75.0
56,0.224,0.09629032510412906,0.06385200139680122,75.0
57,0.228,0.113772406413704,0.10944872707122014,75.0
58,0.232,0.09787807943444286,0.12087701738898904,75.0
59,0.236,0.13307000166864508,0.1418769604454981,75.0
60,0.24,0.16151004994834048,0.152877896323536,75.0
61,0.244,0.17916455955273247,0.16234096793970076,75.0
62,0.248,0.17035953485653438,0.17404736173656035,75.0
63,0.252,0.1924662873350997,0.16410461003921928,75.0
64,0.256,0.16331471054950536,0.2136871917558112,75.0
65,0.26,0.20320854429328694,0.21332029214820833,75.0
66,0.264,0.21718057775942542,0.21175946660305836,75.0
67,0.268,0.2565503781294893,0.21959335074674569,75.0
68,0.272,0.24810413469353892,0.24952390966127905,75.0
69,0.276,0.32476023444048635,0.24601786258529287,75.0
70,0.28,0.2736811759176672,0.27366759467269736,75.0
71,0.284,0.309076261416255,0.27818962903379135,75.0
72,0.288,0.32988204736241733,0.29128634794012803,75.0
73,0.292,0.32792482078103335,0.3265675053076661,75.0
74,0.296,0.3219154756724513,0.3467170192260603,75.0
75,0.3,0.3233530801889834,0.3116306827969602,75.0
76,0.304,0.3143969078384118,0.31865731154409244,75.0
77,0.308,0.35858859685661987,0.3505018842427081,75.0
78,0.312,0.34635302192671713,0.31660905643325987,75.0
79,0.316,0.35421240037317514,0.33018573917460176,75.0
80,0.32,0.37187920103787575,0.33715485208050566,75.0
81,0.324,0.3613875108719107,0.322792934908889,75.0
82,0.328,0.33185462675836647,0.3106261993816767,75.0
83,0.332,0.33253412004205085,0.3427835373197103,75.0
84,0.336,0.34939784130823964,0.30897322689929485,75.0
85,0.34,0.3223243815619827,0.30795890010708704,75.0
86,0.344,0.30697808286864725,0.3233680048257259,75.0
87,0.348,0.3319090326979763,0.3147212596189475,75.0
88,0.352,0.3416159646208955,0.30093295306220824,75.0
89,0.356,0.3078640451138147,0.29137923315567155,75.0
90,0.36,0.33347219099414227,0.3181021841063374,75.0
91,0.364,0.31515563518896456,0.28001578622657947,75.0
92,0.368,0.261029888725061,0.2799178325578307,75.0
93,0.372,0.26674907795402275,0.24263485464754375,75.0
94,0.376,0.26065261444904153,0.22226959137462596,75.0
95,0.38,0.24254048428131894,0.20626881952104217,75.0
96,0.384,0.21859487545318704,0.1909113980956929,75.0
97,0.388,0.23487966052697168,0.20850140600589664,75.0
98,0.392,0.20860140891193532,0.22209372530584018,75.0
99,0.396,0.21746870215704767,0.18529468999947873,75.0
100,0.4,0.1854478389302712,0.19370241214501283,75.0
101,0.404,0.17361083295156907,0.174909147405524,75.0
102,0.408,0.13978427701841575,0.10718779254425687,75.0
103,0.412,0.15057508573835754,0.1026299846989959,75.0
104,0.416,0.15442930170281402,0.12925747809673854,75.0
105,0.42,0.13864168626970316,0.10703353065178312,75.0
106,0.424,0.11057159584834035,0.13361018629607874,75.0
107,0.428,0.06988584599576002,0.12580732464463726,75.0
108,0.432,0.09725524782491717,0.09678023718999122,75.0
109,0.436,0.09205726165165849,0.0766744705125937,75.0
110,0.44,0.09375930764634693,0.08388164636017792,75.0
111,0.444,0.11431170095422506,0.08328830333264242,75.0
112,0.448,0.07312331502012623,0.0934789407860395,75.0
113,0.452,0.06227481119822327,0.046090405481998796,75.0
114,0.456,0.07322402558782236,0.08071336874758524,75.0
115,0.46,0.11048730753221085,0.09971899984376113,75.0
116,0.464,0.07337214928040892,0.11057877523494355,75.0
117,0.468,0.057200073024506116,0.11224946542198441,75.0
118,0.472,0.05829696036315894,0.06504932922390538,75.0
119,0.476,0.09664082015394831,0.09795024849650545,75.0
120,0.48,0.05129126465198047,0.05298844923764254,75.0
121,0.484,0.09019123600421669,0.07459452428509257,75.0
122,0.488,0.10026627521096948,0.11016487826590779,75.0
123,0.492,0.06785855395348118,0.061374216125755575,75.0
124,0.496,0.06811116786839749,0.07043821071667813,75.0
125,0.5,0.1283198647383967,0.0784987178058316,75.0
126,0.504,0.08963165453132386,0.13938821013326683,75.0
127,0.508,0.09372335574499402,0.11451747280790955,75.0
128,0.512,0.08900853296291235,0.08803842600264464,75.0
129,0.516,0.09554236523392312,0.07726971992627801,75.0
130,0.52,0.08045458840437783,0.08483342082017326,75.0
131,0.524,0.10786242745613749,0.09055771367457136,75.0
132,0.528,0.08473599749394446,0.05260999264704514,75.0
133,0.532,0.09026869849589728,0.10796762834146785,75.0
134,0.536,0.10825511428774241,0.105811746411321,75.0
135,0.54,0.09272144320175184,0.11138189835247901,75.0
136,0.544,0.05742321276974745,0.09058551951926179,75.0
137,0.548,0.06795739574330426,0.09608014315957947,75.0
138,0.552,0.08842507355635489,0.09812278127029375,75.0
139,0.556,0.10414288955567194,0.11619437498389175,75.0
140,0.56,0.10006302604426763,0.07852512525638874,75.0
141,0.564,0.08835104479218958,0.09642404758408345,75.0
142,0.568,0.0690736835504656,0.08578736299250105,75.0
143,0.572,0.08976481255612284,0.09295851478883001,75.0
144,0.576,0.07209929970703895,0.11688016073717901,75.0
145,0.58,0.08844709015813458,0.07422563434606533,75.0
146,0.584,0.11153301697132413,0.09329911242242835,75.0
147,0.588,0.08135617706653832,0.11108935449248361,75.0
148,0.592,0.10459115314029725,0.08321982356628392,75.0
149,0.596,0.09858935905502167,0.0950625144551176,75.0
150,0.6,0.0911450623692953,0.06443985697230434,75.0
151,0.604,0.07435378444424066,0.09067810721713407,75.0
152,0.608,0.09331221862203481,0.13948468525540905,75.0
153,0.612,0.09917304007110307,0.0936720391894556,75.0
154,0.616,0.11149912738440358,0.07666937518885997,75.0
155,0.62,0.08458669911895446,0.09323967769796673,75.0
156,0.624,0.08113036710091874,0.07750488925231974,75.0
157,0.628,0.08554377512974741,0.08860848099747073,75.0
158,0.632,0.08303161027783541,0.0782942033921997,75.0
159,0.636,0.07378261790460545,0.06412306348359202,75.0
160,0.64,0.06549640071022046,0.058088670609038065,75.0
161,0.644,0.06186483871722153,0.1268811349127464,75.0
162,0.648,0.046320164858371315,0.05156406822408232,75.0
163,0.652,0.07611347261380408,0.039188397147350236,75.0
164,0.656,0.0996740187927192,0.08138981974257904,75.0
165,0.66,0.05108537247405642,0.0590487357687642,75.0
166,0.664,0.07986389423150592,0.055713753666896286,75.0
167,0.668,0.09344949916381029,0.07103441245634882,75.0
168,0.672,0.057460581207656534,0.12019903584876604,75.0
169,0.676,0.10711607215746173,0.06502143880583522,75.0
170,0.68,0.08702602124542042,0.06135479304132021,75.0
171,0.684,0.08250745788419234,0.038304183793348635,75.0
172,0.688,0.09641927596582285,0.046797278366591026,75.0
173,0.692,0.07808793116658093,0.06239025502347913,75.0
174,0.696,0.06256537317571245,0.05629611202209624,75.0
175,0.7,0.08005812950842243,0.028576955964607246,75.0
176,0.704,0.07856787738830812,0.1039708928755997,75.0
177,0.708,0.045725923028464684,0.03737918443493012,75.0
178,0.712,0.06912409764034162,0.06161390630586681,75.0
179,0.716,0.06895387968487715,0.0690730447967398,75.0
180,0.72,0.0911889443719005,0.09885445612756168,75.0
181,0.724,0.07856121339896831,0.10480660312828251,75.0
182,0.728,0.08720723495581108,0.09995356218557537,75.0
183,0.732,0.048802332639011514,0.03989452664963429,75.0
184,0.736,0.04620346297578682,0.07123783411110993,75.0
185,0.74,0.06558945907181928,0.044900264625364686,75.0
186,0.744,0.06458870961235783,0.0788259654766978,75.0
187,0.748,0.05539311113021597,0.033301333458445034,75.0
188,0.752,0.08162404308446575,0.0961118150668901,75.0
189,0.756,0.04934617180485926,0.06811296588191129,75.0
190,0.76,0.04961946034968513,0.06582250781754616,75.0
191,0.764,0.06987706050527893,0.054764310776138005,75.0
192,0.768,0.07290692739456221,0.049545899807215014,75.0
193,0.772,0.0683583192567957,0.07219392208258753,75.0
194,0.776,0.06495403673928704,0.05502910127515804,75.0
195,0.78,0.04778285013263673,0.08909747304644197,75.0
196,0.784,0.04930360404575209,0.01880194038606625,75.0
197,0.788,0.032192782357198975,0.10350114605309899,75.0
198,0.792,0.03302455194827448,0.051388005479763896,75.0
199,0.796,0.04465009819971535,0.04445848837133072,75.0
200,0.8,0.050621396904625866,0.06237604914291278,75.0
201,0.804,0.04507244546494287,0.060253487882907616,75.0
202,0.808,0.09241152855437586,0.04006155666977352,75.0
203,0.812,0.0909480125694938,0.10491471117315984,75.0
204,0.816,0.09072569393458574,0.05029447755064044,75.0
205,0.82,0.08202026281744221,0.057297181859503464,75.0
206,0.824,0.07256572171488651,0.08862526862049577,75.0
207,0.828,0.10856555985068443,0.08944177989960991,75.0
208,0.832,0.12344501521062018,0.06328212062055388,75.0
209,0.836,0.1318750587066082,0.07473630205059735,75.0
210,0.84,0.12791846493200346,0.1380714566055239,75.0
211,0.844,0.1216074290410547,0.0875887244801097,75.0
212,0.848,0.13392646507201897,0.12167727794738883,75.0
213,0.852,0.1542017938586443,0.12897000136566078,75.0
214,0.856,0.13179685102400396,0.1475427227524672,75.0
215,0.86,0.13539460879430135,0.11063607932064544,75.0
216,0.864,0.12226008009441433,0.12237512506681077,75.0
217,0.868,0.11727517778826413,0.09932678223270827,75.0
218,0.872,0.1281925570873392,0.11912928243735534,75.0
219,0.876,0.11516225200220626,0.1238500447003425,75.0
220,0.88,0.09802636815188881,0.11089085113189615,75.0
221,0.884,0.1116499393020033,0.10175741020428274,75.0
222,0.888,0.10063858503811804,0.10421542892392852,75.0
223,0.892,0.10798890483797509,0.0733996201420789,75.0
224,0.896,0.0967101521749756,0.08071669929243576,75.0
225,0.9,0.07862260393766038,0.043583827141004845,75.0
226,0.904,0.025141917287583568,0.04593763808313386,75.0
227,0.908,0.050259940872269926,0.03821819830422962,75.0
228,0.912,0.04168177459131075,0.07077486736101209,75.0
229,0.916,0.0277121441632403,0.0551574713238167,75.0
230,0.92,-0.03192202194318041,-0.03420619050094872,75.0
231,0.924,-0.1626566790876747,-0.0927239986028311,75.0
232,0.928,-0.14889047627912988,-0.15243737562793067,75.0
233,0.932,-0.12377023194743465,-0.1414070631295909,75.0
234,0.936,0.3490874275444144,0.3394315070932149,75.0
235,0.94,0.771377975540571,0.69331718289505,75.0
236,0.944,0.9343941338081463,0.9377444268641916,75.0
237,0.948,0.7281525752124581,0.64981078045318,75.0
238,0.952,0.35558000649266813,0.37373574592010506,75.0
239,0.956,0.09201542676885599,0.09764354542749606,75.0
240,0.96,-0.015158707951166221,0.0030317323315912324,75.0
241,0.964,-0.046859812050903935,-0.037993593996622034,75.0
242,0.968,-0.0661978239971817,-0.10512276655580405,75.0
243,0.972,-0.1936522506415586,-0.20797531586407877,75.0
244,0.976,-0.2915321819671985,-0.2614745487710641,75.0
245,0.98,-0.19860108259950857,-0.18170368297623474,75.0
246,0.984,-0.10017146478792444,-0.08563806761214085,75.0
247,0.988,-0.01772891349654743,-0.038085124895004374,75.0
248,0.992,-0.006444316452079207,-0.03219977078821519,75.0
249,0.996,-0.01205411285761102,0.030627903329231782,75.0
250,1.0,-0.00035351590352459866,0.023665904102143774,75.0
251,1.004,0.006393656367299771,-0.03635258344892703,75.0
252,1.008,0.03194593311490668,-0.0051164592636616865,75.0
253,1.012,-0.007571553629223109,0.005251706612823888,75.0
254,1.016,0.026880825596309083,0.038431990498131424,75.0
255,1.02,-0.0021002323174098185,0.02562746275892367,75.0
256,1.024,0.0023807703168990803,0.023906588716643962,75.0
257,1.028,0.02350445230000611,0.07549500284023922,75.0
258,1.032,0.026812567006915117,0.0604097452996986,75.0
259,1.036,0.0580246061816836,0.08889341262965732,75.0
260,1.04,0.07986109205477857,0.05087053166067766,75.0
261,1.044,0.11147697840604769,0.08575266741639588,75.0
262,1.048,0.10420654859975471,0.14336488254891985,75.0
263,1.052,0.09036062428540056,0.10151051861716566,75.0
264,1.056,0.1256200635221488,0.14674903859296656,75.0
265,1.06,0.12613351557907,0.1551324992627151,75.0
266,1.064,0.15595393243906852,0.10385153135846892,75.0
267,1.068,0.11741741646819469,0.14463548278570784,75.0
268,1.072,0.16719485627009853,0.18149218378684334,75.0
269,1.076,0.19713124993020922,0.17340867946859123,75.0
270,1.08,0.22242846668084762,0.2152244808071394,75.0
271,1.084,0.19682187667833848,0.15639766483889586,75.0
272,1.088,0.22867852378734257,0.20689485930153503,75.0
273,1.092,0.2214006454216165,0.21110624763204563,75.0
274,1.096,0.22626969579352363,0.2136407793512868,75.0
275,1.1,0.23292096022324407,0.24873134073530379,75.0
276,1.104,0.24449468713278183,0.22621149534154184,75.0
277,1.108,0.23622263131252128,0.22565516705312402,75.0
278,1.112,0.24822591376526593,0.26184380880561925,75.0
279,1.116,0.21968210562192866,0.2475396727060201,75.0
280,1.12,0.23026689406428022,0.2426112296685533,75.0
281,1.124,0.260574978953846,0.2337057799265411,75.0
282,1.128,0.2490845531465065,0.22783726467077575,75.0
283,1.132,0.20915579379840907,0.21872737475860735,75.0
284,1.136,0.19921279590006155,0.22704750688790767,75.0
285,1.14,0.22227706458059499,0.20623797263897656,75.0
286,1.144,0.20063937984602315,0.2075131949890813,75.0
287,1.148,0.2139563057033044,0.15870423825519803,75.0
288,1.152,0.20883902305781518,0.17055068773031168,75.0
289,1.156,0.1450149608174627,0.14117541860310814,75.0
290,1.16,0.19014524358670282,0.17992361580592292,75.0
291,1.164,0.15502138599664095,0.17723390453025667,75.0
292,1.168,0.12589305994873556,0.11657550715589221,75.0
293,1.172,0.13682721290575284,0.12448420322706825,75.0
294,1.176,0.12540593207750592,0.06181320494517181,75.0
295,1.18,0.103071320412627,0.08948122673545712,75.0
296,1.184,0.10382128706870794,0.06708862637369574,75.0
297,1.188,0.09009001408005714,0.09053268927408825,75.0
298,1.192,0.055156332942301003,0.0714571445039914,75.0
299,1.196,0.00675815452161548,0.03204106253026346,75.0
300,1.2,0.0307402093032276,0.0653817173155697,75.0
301,1.204,0.02014340303471894,0.018664439523914785,75.0
302,1.208,0.014622794215527112,0.05724747658996221,75.0
303,1.212,0.004296012419217185,0.016165398914608567,75.0
304,1.216,-0.0255538462335993,-0.016844629999589304,75.0
305,1.22,-0.012665971001700837,-0.026496488272062878,75.0
306,1.224,-0.034357635955579294,-0.0032780061368382486,75.0
307,1.228,-0.04161370126686233,-0.03561969764356688,75.0
308,1.232,-0.06193995276279898,-0.05134429544037511,75.0
309,1.236,-0.03249257249072869,-0.03957626266004527,75.0
310,1.24,-0.05808700090340109,-0.09166691023899834,75.0
311,1.244,-0.0694767685950247,-0.05928940474406231,75.0
312,1.248,-0.07889744487815234,-0.03697211445276647,75.0
313,1.252,-0.10915534889718954,-0.06289877475564608,75.0
314,1.256,-0.0823159399529452,-0.02823287167975649,75.0
315,1.26,-0.065844838807593,-0.0953825727278797,75.0
316,1.264,-0.04560254882985113,-0.05693521553216042,75.0
317,1.268,-0.09369561787088118,-0.13158496934525057,75.0
318,1.272,-0.04773667949993654,-0.04693621121240496,75.0
319,1.276,-0.06793618425699802,-0.05089810886646343,75.0
320,1.28,-0.06590491106071869,-0.08904703677112841,75.0
321,1.284,-0.07302471673559241,-0.09928025210943842,75.0
322,1.288,-0.06842534761664384,-0.09118932458792647,75.0
323,1.292,-0.09254248496365818,-0.08703769064666517,75.0
324,1.296,-0.07274727226298001,-0.0471823553666652,75.0
325,1.3,-0.09231978433989706,-0.07455046119670644,75.0
326,1.304,-0.05033433718888521,-0.07832746641203503,75.0
327,1.308,-0.07529907118004053,-0.09475714501638946,75.0
328,1.312,-0.08344628799632503,-0.08083847474038183,75.0
329,1.316,-0.05591308347744898,-0.03903183667104098,75.0
330,1.32,-0.09612927235126487,-0.08824534324034156,75.0
331,1.324,-0.09121476652422479,-0.057061423986198484,75.0
332,1.328,-0.07818877148619831,-0.09301230545144157,75.0
333,1.332,-0.10133807238809164,-0.08290634118813958,75.0
334,1.336,-0.09756050639877163,-0.0577151829457102,75.0
335,1.34,-0.09571069661269574,-0.11793045606464488,75.0
336,1.344,-0.06003100104938894,-0.0581045527667118,75.0
337,1.348,-0.08739544497598814,-0.08978102297153773,75.0
338,1.352,-0.11550295561763223,-0.06207012717124034,75.0
339,1.356,-0.09773631327174274,-0.0806612846578819,75.0
340,1.36,-0.07832782604176909,-0.11066404022237401,75.0
341,1.364,-0.10658634894311152,-0.05648717711063977,75.0
342,1.368,-0.06880824174129534,-0.0789185736543956,75.0
343,1.372,-0.0891356533096674,-0.08777631391782126,75.0
344,1.376,-0.0960624710000933,-0.05040943456537294,75.0
345,1.38,-0.054299087443930937,-0.06756358997565284,75.0
346,1.384,-0.10311776207514085,-0.10943877652354315,75.0
347,1.388,-0.09376670443537563,-0.10155746547233328,75.0
348,1.392,-0.06847592512674305,-0.14546019655597747,75.0
349,1.396,-0.08632247263461273,-0.08402300226900405,75.0
350,1.4,-0.0719619068208886,-0.08694602264003597,75.0
351,1.404,-0.09961935487915062,-0.05699749769477214,75.0
352,1.408,-0.08446739646331444,-0.06358903601103835,75.0
353,1.412,-0.07275559102085728,-0.09264507842749925,75.0
354,1.416,-0.06721239977091634,-0.08770323751294853,75.0
355,1.42,-0.08705497031072537,-0.06605518712812126,75.0
356,1.424,-0.09191629403320818,-0.06776044774938517,75.0
357,1.428,-0.051190582275070715,-0.06403540993807275,75.0
358,1.432,-0.07228142277556093,-0.07944540170767919,75.0
359,1.436,-0.08197597320836637,-0.09068885371211816,75.0
360,1.44,-0.057863863630144646,-0.08626867857559024,75.0
361,1.444,-0.0643728948725779,-0.07406352281042901,75.0
362,1.448,-0.0758301003708196,-0.10472009856130399,75.0
363,1.452,-0.1042019415406878,-0.04179318715298559,75.0
364,1.456,-0.10482251652397774,-0.09589349914185076,75.0
365,1.46,-0.06130324054149662,-0.08072152268954319,75.0
366,1.464,-0.09678527509160177,-0.11857062181820681,75.0
367,1.468,-0.07958213271401243,-0.07071198058015928,75.0
368,1.472,-0.11985910376350054,-0.07572130797920953,75.0
369,1.476,-0.12099728555886251,-0.03285809712382412,75.0
370,1.48,-0.10991674838489386,-0.0935110202384442,75.0
371,1.484,-0.04700714275825577,-0.06359985396336801,75.0
372,1.488,-0.08371375395904333,-0.11284335952534512,75.0
373,1.492,-0.11524730606150582,-0.06245041360885555,75.0
374,1.496,-0.09649878227784961,-0.09477664492583925,75.0
375,1.5,-0.05869608004367879,-0.07677418316326108,75.0
376,1.504,-0.09385092282115816,-0.10374919399129078,75.0
377,1.508,-0.08453224701347878,-0.09842698657105436,75.0
378,1.512,-0.07496363781235364,-0.10672009880251576,75.0
379,1.516,-0.12142866211381137,-0.06367866935588065,75.0
380,1.52,-0.10629852954991242,-0.09369671657507558,75.0
381,1.524,-0.11200065967247134,-0.07099645654400813,75.0
382,1.528,-0.07803769949809186,-0.1031554205626701,75.0
383,1.532,-0.07853717534214052,-0.06320358869194803,75.0
384,1.536,-0.08103383461411306,-0.07046323536994374,75.0
385,1.54,-0.0986233962592483,-0.06295808239353295,75.0
386,1.544,-0.09734833181656123,-0.09551995922556722,75.0
387,1.548,-0.09942057962834334,-0.09109647624314182,75.0
388,1.552,-0.10822846271501946,-0.07625622476786656,75.0
389,1.556,-0.0905299250022454,-0.0900271151135105,75.0
390,1.56,-0.07875468553172167,-0.08392011297722014,75.0
391,1.564,-0.08323365173372547,-0.10963352362452175,75.0
392,1.568,-0.11511312590910519,-0.09475062087931381,75.0
393,1.572,-0.1029875249634622,-0.07174729696141928,75.0
394,1.576,-0.06781586276081343,-0.05734610472490555,75.0
395,1.58,-0.11048051494348692,-0.13377903661442006,75.0
396,1.584,-0.0821648137328377,-0.0976665444654944,75.0
397,1.588,-0.10206995583514955,-0.06373761277987956,75.0
398,1.592,-0.08356372352247807,-0.11034514206986358,75.0
399,1.596,-0.06606050765011631,-0.11932169082768113,75.0
400,1.6,-0.09742423942000213,-0.10696033748491689,75.0
401,1.604,-0.0332810233318141,-0.09549835855301834,75.0
402,1.608,-0.06678916961498348,-0.03229991816226149,75.0
403,1.612,-0.08379892070543105,-0.04914367190211059,75.0
404,1.616,-0.04367388521197403,-0.057650266891293135,75.0
405,1.62,-0.028062358566218686,-0.03400222296148999,75.0
406,1.624,-0.03604055318304013,-0.009791548128852029,75.0
407,1.628,-0.026843694620859376,-0.05133249338967636,75.0
408,1.632,-0.005502350006260442,-0.003003976844900591,75.0
409,1.636,-0.01624060368221138,0.028675294321849808,75.0
410,1.64,-0.00721913168730277,-8.989797791116617e-05,75.0
411,1.644,0.013804492390996972,0.04745697830904329,75.0
412,1.648,0.004414130027219889,-0.01688022239259804,75.0
413,1.652,-0.000887075395220078,-0.001807309218593704,75.0
414,1.656,0.002106350586590777,0.025925537608561016,75.0
415,1.66,0.005056400761434776,0.020685968672985246,75.0
416,1.664,-0.0027959653303448228,0.010830278341044967,75.0
417,1.668,0.02473451825230191,0.011093262537456303,75.0
418,1.672,-0.025726315343980125,0.0018887023216563174,75.0
419,1.676,-0.007855447551784021,0.011871229343950096,75.0
420,1.68,-0.04346021306282747,-0.03025013669016766,75.0
421,1.684,0.002350272246874993,-0.016508725773741247,75.0
422,1.688,-0.019625540716410178,-0.02788790197559246,75.0
423,1.692,-0.003966532928335275,0.010761139274741108,75.0
424,1.696,0.01470455015205165,-0.02672049661130026,75.0
425,1.7,-0.05170970546996062,-0.03350614522012429,75.0
426,1.704,-0.05052458181794634,-0.09183762791700795,75.0
427,1.708,-0.019118175961923615,-0.032563143461229876,75.0
428,1.712,-0.05196817821291366,-0.02451481474969885,75.0
429,1.716,-0.058562462612305514,-0.08651823263120066,75.0
430,1.72,-0.07238548221589323,-0.06253757458053939,75.0
431,1.724,-0.20801521703998055,-0.22593814514879387,75.0
432,1.728,-0.25349291992911055,-0.2361280737423894,75.0
433,1.732,-0.18684237493566308,-0.2235007809181493,75.0
434,1.736,-0.13497201340332873,-0.13379809365905873,75.0
435,1.74,0.5990212550383403,0.6243170091338046,75.0
436,1.744,0.8519490287179127,0.8082550250516425,75.0
437,1.748,0.6476201792294095,0.6275519236505328,75.0
438,1.752,0.2938471600746689,0.2309114793700513,75.0
439,1.756,0.024404255773444163,0.049509526674995176,75.0
440,1.76,-0.021388023238518492,-0.06582411860100362,75.0
441,1.764,-0.08868945400089596,-0.08833639549864863,75.0
442,1.768,-0.15275562617987187,-0.1889186129952558,75.0
443,1.772,-0.25864317081636734,-0.2253561876077042,75.0
444,1.776,-0.3220475199471734,-0.31904020246903064,75.0
445,1.78,-0.25327200150402646,-0.2911550220383638,75.0
446,1.784,-0.1442081037299954,-0.13911114342717662,75.0
447,1.788,-0.0862200512624182,-0.08578692311626143,75.0
448,1.792,-0.07583723106363494,-0.05663625611699077,75.0
449,1.796,-0.06198908927677348,-0.04338206941725114,75.0
450,1.8,-0.023200047975947522,-0.012414417599310086,75.0
451,1.804,-0.059767419865692284,-0.06006849968315513,75.0
452,1.808,-0.04705965397242912,-0.009546880692485521,75.0
453,1.812,-0.03896188544562864,-0.007384566703752977,75.0
454,1.816,-0.02441429021551121,0.03263731107767961,75.0
455,1.82,0.005676524905978207,-0.026164318592456524,75.0
456,1.824,0.0027249624003305647,-0.02674662732055572,75.0
457,1.828,0.022954088155695225,0.013384029629421786,75.0
458,1.832,0.02440265315274892,0.0420814971520028,75.0
459,1.836,0.03858026520896941,-0.019576136122166455,75.0
460,1.84,0.05360491893829686,0.05983118326851477,75.0
461,1.844,0.040257147627251195,0.057183582628822616,75.0
462,1.848,0.050642689956592525,0.07415553633601492,75.0
463,1.852,0.11800153144176337,0.022066597866626514,75.0
464,1.856,0.09617723919225074,0.07694900824534871,75.0
465,1.86,0.11156509064231125,0.09476021707581049,75.0
466,1.864,0.13474138376976555,0.12703811624627373,75.0
467,1.868,0.14177581757087643,0.1614273690093357,75.0
468,1.872,0.13593518220254416,0.18932978130234532,75.0
469,1.876,0.17978007882601468,0.1827600442240104,75.0
470,1.88,0.1905208957165663,0.1676072807020243,75.0
471,1.884,0.16472449526333047,0.18241725490762054,75.0
472,1.888,0.17500962395877848,0.17518163663828082,75.0
473,1.892,0.18520322010538506,0.2124936484621595,75.0
474,1.896,0.2137408726662573,0.1971143757664264,75.0
475,1.9,0.21539020849797597,0.18981515571093904,75.0
476,1.904,0.23152758129824663,0.23327388128356222,75.0
477,1.908,0.2405140254922996,0.26690170324375967,75.0
478,1.912,0.25257885793697304,0.24878216209454526,75.0
479,1.916,0.25308218546153965,0.26189485883924857,75.0
480,1.92,0.25462817207725297,0.22088992217119371,75.0
481,1.924,0.27095723417772727,0.25140737684432146,75.0
482,1.928,0.25972331928473513,0.26950001716205846,75.0
483,1.932,0.224648631420608,0.26670716434478553,75.0
484,1.936,0.24358343953738898,0.23048745853046645,75.0
485,1.94,0.25692013501931843,0.24242286423912374,75.0
