time,amplitude
0.18,0.06475706451507474
0.182,0.08214580049086499
0.184,0.08593026208588238
0.186,0.07513593863416101
0.188,0.11479361229688723
0.19,0.09803822144401929
0.192,0.1198401089551986
0.194,0.11896457705912467
0.196,0.11436689085628332
0.198,0.12931104511358
0.2,0.13920282309957524
0.202,0.17462344664529503
0.204,0.15543781665200543
0.206,0.17797083363907973
0.208,0.16228540862850707
0.21,0.1649911578623196
0.212,0.17428992227278114
0.214,0.18843757816897289
0.216,0.20357981226654642
0.218,0.2311516822703032
0.22,0.22676406088968917
0.222,0.24134951319410944
0.224,0.2103393551915213
0.226,0.2633661703438751
0.228,0.2420395006512167
0.23,0.2575542348119428
0.232,0.28557248662320955
0.234,0.29206372237894085
0.236,0.28285873872006645
0.238,0.2925060946152529
0.24,0.31668159155383846
0.242,0.3104917152891212
0.244,0.3082682270821122
0.246,0.29898580781411965
0.248,0.29643306675374465
0.25,0.35639613085266403
0.252,0.3204027201223104
0.254,0.3169487959047754
0.256,0.3162841035037705
0.258,0.3532212379831845
0.26,0.3409474729846642
0.262,0.35052988040884675
0.264,0.34427985778231085
0.266,0.35271790323527064
0.268,0.3556974118717451
0.27,0.3439036613371371
0.272,0.3466612596151889
0.274,0.3602695397183887
0.276,0.34481623312589793
0.278,0.36812688000022137
0.28,0.3558283790605779
0.282,0.35792936192806546
0.284,0.3408912712898033
0.286,0.32371879056146463
0.288,0.29916197398213235
0.29,0.3175971161609687
0.292,0.3032829936851412
0.294,0.2941170592785631
0.296,0.29977527942498494
0.298,0.32978963546035
0.3,0.2826888252320437
0.302,0.2596912855552106
0.304,0.28976428772228874
0.306,0.27555513873784115
0.308,0.2704676906509408
0.31,0.2623715017003037
0.312,0.235788157551337
0.314,0.2523029216806012
0.316,0.22217793648186274
0.318,0.23000557624681098
0.32,0.22722697550833093
0.322,0.21169704103639414
0.324,0.19239864470678564
0.326,0.17312639971277993
0.328,0.19868405265772277
0.33,0.18115716402443408
0.332,0.20006461310858598
0.334,0.18036913580721936
0.336,0.18008446521827393
0.338,0.15908279978249698
0.34,0.13441751331254895
0.342,0.12679932141830463
0.344,0.1188934471541206
0.346,0.13751729458550305
0.348,0.1281117262708882
0.35,0.08479054080971112
0.352,0.13028003217382203
0.354,0.10028607144323542
0.356,0.11094419878411496
0.358,0.09639766432928873
0.36,0.06985228540787228
0.362,0.09252834644007013
0.364,0.10353027619198997
0.366,0.06873336092015281
0.368,0.06485066737096225
0.37,0.07997196709992753
0.372,0.0992781721740606
0.374,0.09375148078024947
0.376,0.08569863792727477
0.378,0.07275574660813655
0.38,0.09241057066536021
0.382,0.08493312924700956
0.384,0.07735844635667422
0.386,0.0828630004744995
0.388,0.08616309680951957
0.39,0.06580004219156226
0.392,0.11532590636358452
0.394,0.10495200687376492
0.396,0.07121311711987467
0.398,0.068005355002373
0.4,0.08537350582244757
0.402,0.10058468165769026
0.404,0.09532650893081383
0.406,0.08940051701833
0.408,0.08120148015417286
0.41,0.09975389834071413
0.412,0.08296432756559895
0.414,0.0776048570957505
0.416,0.09092410927769709
0.418,0.09529769291732645
0.42,0.09980646863456273
0.422,0.08228978448295164
0.424,0.06333406286021337
0.426,0.08565132014859175
0.428,0.07906993133794807
0.43,0.10280950790232365
0.432,0.06101187853779098
0.434,0.07875642049919182
0.436,0.09830512243342356
0.438,0.09971983288709309
0.44,0.08397777405179692
0.442,0.09428869327328365
0.444,0.11186246776149002
0.446,0.0596561184346709
0.448,0.09976913618635677
0.45,0.07189941585922707
0.452,0.10155122977637289
0.454,0.08786654546032857
0.456,0.1209443558488601
0.458,0.09334566300488577
0.46,0.08335825774530618
0.462,0.06662785514902157
0.464,0.09624149327929835
0.466,0.09357998927882745
0.468,0.0960228483108725
0.47,0.09525819103385448
0.472,0.11809755122289245
0.474,0.098288983285724
0.476,0.10085125450689868
0.478,0.08471825662204333
0.48,0.08023524840577069
0.482,0.1104240393599623
0.484,0.08917988524308891
0.486,0.0729308520080411
0.488,0.09966615697468977
0.49,0.08597918586563294
0.492,0.10978335038223813
0.494,0.10905088807084833
0.496,0.0927853372524547
0.498,0.07912086492732336
0.5,0.0867571415384513
0.502,0.0692211392656182
0.504,0.07666744908034667
0.506,0.08732135495389381
0.508,0.11073504869400473
0.51,0.07891665353605222
0.512,0.08987353962474792
0.514,0.10262649717840436
0.516,0.07615097399849026
0.518,0.09917359276155154
0.52,0.0804028988290767
0.522,0.12019808001555275
0.524,0.07661736401127758
0.526,0.10011205913838513
0.528,0.07316303495475343
0.53,0.10444630126815684
0.532,0.07860824818504834
0.534,0.10195597287421437
0.536,0.0890977911318289
0.538,0.09148083223890133
0.54,0.08066022192384198
0.542,0.0910162955799583
0.544,0.10067439931288502
0.546,0.09984870236969515
0.548,0.11060721657880378
0.55,0.08957959581195059
0.552,0.11257337401929807
0.554,0.10906556073453334
0.556,0.09548216430308783
0.558,0.0973886565958059
0.56,0.08831886358206345
0.562,0.07505831362209532
0.564,0.082176128523453
0.566,0.10711014974696198
0.568,0.0999742710453783
0.57,0.058964839545646595
0.572,0.10379379002268921
0.574,0.08952145566416576
0.576,0.09255161209765518
0.578,0.07945524194842732
0.58,0.09592048107339203
0.582,0.10983647779630376
0.584,0.11402714276196257
0.586,0.09983633391862128
0.588,0.09737884004015508
0.59,0.10098870378822218
0.592,0.09340690438668768
0.594,0.09046714422673938
0.596,0.07470687585134778
0.598,0.07904797738679484
0.6,0.10456506641719301
0.602,0.09386120407998422
0.604,0.10029544242860317
0.606,0.09092030459491184
0.608,0.08751940855020456
0.61,0.09936397289186642
0.612,0.07519558404610564
0.614,0.0692237553390248
0.616,0.07648356858719992
0.618,0.11242274248849773
0.62,0.08521293499478888
0.622,0.06773099601002333
0.624,0.10417880358221086
0.626,0.08992848679396782
0.628,0.10908635410588112
0.63,0.09770393985723726
0.632,0.09458725857560624
0.634,0.10147905148045443
0.636,0.08577553679806102
0.638,0.09297505218925206
0.64,0.09802993421324989
0.642,0.07034874154580353
0.644,0.09205025630200403
0.646,0.07735557537559387
0.648,0.09536887866502788
0.65,0.0926127760958591
0.652,0.08339553671381184
0.654,0.07545879876630496
0.656,0.08797197972932774
0.658,0.07790456024075809
0.66,0.07945292664965857
0.662,0.07702422462887856
0.664,0.04665201957334506
0.666,0.1019732850837234
0.668,0.07749164551689061
0.67,0.11274614018383797
0.672,0.09697784221945659
0.674,0.1053721857177352
0.676,0.10253307907053134
0.678,0.1284635291154658
0.68,0.09361516338168815
0.682,0.12255874314291594
0.684,0.12590491315170846
0.686,0.13561696877534288
0.688,0.15388519705844486
0.69,0.10929032451763597
0.692,0.1408507899989002
0.694,0.16776036429572497
0.696,0.14820195436089728
0.698,0.15287811777612698
0.7,0.17823823622001517
0.702,0.18194687073646115
0.704,0.15834915017241535
0.706,0.1785927504275563
0.708,0.13836456182052692
0.71,0.17535647692518325
0.712,0.19469237624852614
0.714,0.15446168560452947
0.716,0.16335269692555135
0.718,0.1573311645024538
0.72,0.19179908844764068
0.722,0.15688348285788556
0.724,0.1538265162838964
0.726,0.17842480990258214
0.728,0.1573393249817422
0.73,0.1647469453957024
0.732,0.15585296169426258
0.734,0.1634955959783945
0.736,0.13162907465180476
0.738,0.10917941431115273
0.74,0.15102374683880895
0.742,0.12636864102668488
0.744,0.12393914000252938
0.746,0.14143141779974794
0.748,0.1212951942089045
0.75,0.13164188711010652
0.752,0.11416862521279575
0.754,0.12036720591199757
0.756,0.10479674041602183
0.758,0.1135347051270073
0.76,0.09734979859026581
0.762,0.08379582285009811
0.764,0.08282556080891326
0.766,0.06842460914947363
0.768,-0.03679718644074541
0.77,-0.088060810754058
0.772,-0.11641596015442922
0.774,-0.11883135745144263
0.776,-0.10436959675809883
0.778,-0.035978801715808854
0.78,0.39168441326475667
0.782,0.6404324060670965
0.784,0.8223221007204375
0.786,0.9900066930116621
0.788,0.9670199515786414
0.79,0.7918592751479441
0.792,0.5477308651399335
0.794,0.3205353370560517
0.796,0.1723403349739902
0.798,0.08400066945117134
0.8,0.053307281231405296
0.802,0.03370318159444635
0.804,0.03827955483132112
0.806,-0.018070439535531925
0.808,-0.11263344080846904
0.81,-0.1695316472466124
0.812,-0.22649758348151075
0.814,-0.18714559438159756
0.816,-0.19135903250926006
0.818,-0.1370032568768652
0.82,-0.0521406823951495
0.822,-0.0038439471193234998
0.824,0.04546939954159452
0.826,0.034195048596848625
0.828,0.037863290532814
0.83,0.03417488683886915
0.832,0.051860780255914056
0.834,0.02801322353093534
0.836,0.040232155462403815
0.838,0.0721991275712753
0.84,0.049489187244902456
0.842,0.06377317081982661
0.844,0.06968199099535478
0.846,0.07337212638402513
0.848,0.07247568293920024
0.85,0.07628068288953024
0.852,0.05382737081974203
0.854,0.09869763478204495
0.856,0.09428286803326193
0.858,0.11338014010465701
0.86,0.1288006827710581
0.862,0.11727328794100336
0.864,0.08292469333907412
0.866,0.11831878827384931
0.868,0.1355669509340533
0.87,0.1540965035700056
0.872,0.14085592764767996
0.874,0.14518081677254563
0.876,0.1571914599349069
0.878,0.17315705469321516
0.88,0.1776353749205635
0.882,0.185921792758045
0.884,0.21692772201614202
0.886,0.1974723284618197
0.888,0.21175334801167833
0.89,0.2302662006323025
0.892,0.24291485750074424
0.894,0.24343489885693284
0.896,0.23063617318853954
0.898,0.2362972190405736
0.9,0.2521263686826705
0.902,0.27443177323061824
0.904,0.2470663320569779
0.906,0.2528541291201689
0.908,0.26723169897595955
0.91,0.2540983764718846
0.912,0.29529305603914097
0.914,0.293083443858495
0.916,0.28677364658513377
0.918,0.2882240731259523
0.92,0.2853986721931912
0.922,0.3055851479148645
0.924,0.31596978722407615
0.926,0.2870012098632406
0.928,0.3007044174917166
0.93,0.31654270346365937
0.932,0.30082016406066026
0.934,0.3042644670334039
0.936,0.3368846328412354
0.938,0.27933226163733127
0.94,0.3214405824350187
0.942,0.28660246994552724
0.944,0.305950249098735
0.946,0.2835464719669973
0.948,0.28219273377149495
0.95,0.2569170344642333
0.952,0.2753928030624948
0.954,0.27988556644380874
0.956,0.2815648169464991
0.958,0.256027846186974
0.96,0.25228666245728254
0.962,0.2529041966096903
0.964,0.23985341123073822
0.966,0.19251993489286356
0.968,0.2113511105138289
0.97,0.21608444274665575
0.972,0.20369579531529103
0.974,0.20688530383678919
0.976,0.2008277854109244
0.978,0.18239001373102365
0.98,0.149656642908096
0.982,0.17898854020017255
0.984,0.16379870498256632
0.986,0.15353376568331234
0.988,0.12144466088138964
0.99,0.10705479223426888
0.992,0.1565347882249538
0.994,0.11029003868265295
0.996,0.10759758802786305
0.998,0.09613217861609792
1.0,0.09922145978159962
1.002,0.07226428535338209
1.004,0.08652622035471717
1.006,0.04630908450609818
1.008,0.05061248156651864
1.01,0.04554313891182492
1.012,0.03815975333113761
1.014,0.035307707716645924
1.016,0.043876681786776374
1.018,0.013028831529686022
1.02,-0.0032420621212810525
1.022,0.03150687028660669
1.024,0.002835054121400971
1.026,-0.0038691064813907534
1.028,-0.0035725511559013432
1.03,-0.010727685539588135
1.032,-0.007509325799846794
1.034,-0.012898009329765174
1.036,-0.01864018681180726
1.038,-0.011595830420181873
1.04,-0.022653192264778348
1.042,0.019815676721866973
1.044,-0.00962201967333767
1.046,-0.01782540680317236
1.048,-0.03449926288479864
1.05,-0.012015954539688877
1.052,-0.0009064295741855691
1.054,-0.03823941237111668
1.056,-0.004823059739768905
1.058,-0.016669692562087553
1.06,-0.02899354133525581
1.062,-0.01347642244378597
1.064,-0.02209550433768415
1.066,-0.028305581155515416
1.068,-0.03232598260534553
1.07,0.013938462622945496
1.072,-0.031482222592361504
1.074,-0.012024901787999332
1.076,-0.00974925473808857
1.078,0.002473930380310388
1.08,-0.054407122043994637
1.082,-0.02148032646985895
1.084,-0.03973227671677724
1.086,-0.020580780827914685
1.088,-0.02284050279190214
1.09,-0.027387543654589508
1.092,8.330865716093896e-05
1.094,-0.02606112365516376
1.096,-0.03427536610163351
1.098,-0.0183801361186121
1.1,-0.024372943234855116
1.102,-0.030707791465925314
1.104,-0.02542767259182985
1.106,-0.024400380574176418
1.108,-0.031239100066176154
1.11,-0.03629477857459327
1.112,-0.006148322517782008
1.114,-0.03752054837275302
1.116,0.0018105964748152484
1.118,-0.0267606387200095
1.12,-0.06788737243036012
1.122,-0.047485966960076426
1.124,-0.05728642689676332
1.126,-0.05998360241105451
1.128,-0.026516120506688442
1.13,-0.05132727122182219
1.132,-0.036716173477249925
1.134,-0.0360564796859904
1.136,-0.06907554364941844
1.138,-0.035343320264991214
1.14,-0.027080653246499924
1.142,-0.05156667445327892
1.144,-0.05333769798915091
1.146,-0.0258847514371276
1.148,-0.05582380275935225
1.15,-0.03613679787932604
1.152,-0.037276345627001314
1.154,-0.04462966737914964
1.156,-0.07546096750073981
1.158,-0.05346435059354339
1.16,-0.013123227685392326
1.162,-0.05363026552268001
1.164,-0.03454250977885834
1.166,-0.044550942598769384
1.168,-0.05411594795195517
1.17,-0.05758311012727969
1.172,-0.055832724208439155
1.174,-0.02891706236049192
1.176,-0.04791403320529827
1.178,-0.06127109300325391
1.18,-0.06563917083302008
1.182,-0.03982227353733982
1.184,-0.024581953935923495
1.186,-0.07209393361490474
1.188,-0.03393104453464527
1.19,-0.06328001971050445
1.192,-0.0783651045177026
1.194,-0.06048181339009448
1.196,-0.028538558856081073
1.198,-0.03506988654652956
1.2,-0.055811555406691506
1.202,-0.08166002516045721
1.204,-0.06616103890693187
1.206,-0.08919161725848418
1.208,-0.06105202561846304
1.21,-0.04060027940197666
1.212,-0.07886369808732721
1.214,-0.039917850951031224
1.216,-0.04853260623552877
1.218,-0.08975601373776121
1.22,-0.05432473547525453
1.222,-0.05090426234030748
1.224,-0.03081483812286368
1.226,-0.0756038327974656
1.228,-0.08035481865652572
1.23,-0.05427335411374985
1.232,-0.07312078079072136
1.234,-0.06960106142643116
1.236,-0.06793781495234075
1.238,-0.07118429777629619
1.24,-0.053107258507713806
1.242,-0.08183296876964216
1.244,-0.06905036114719598
1.246,-0.03194924553901622
1.248,-0.07223674806996516
1.25,-0.055650029937618806
1.252,-0.08073736360784821
1.254,-0.06916114409811969
1.256,-0.059347521675789085
1.258,-0.07269270561602181
1.26,-0.08686263168786873
1.262,-0.07640154104235512
1.264,-0.07025878192053876
1.266,-0.05987538871321204
1.268,-0.08562380740328118
1.27,-0.08203508288915161
1.272,-0.06110241578715126
1.274,-0.07803801164464208
1.276,-0.07602674095773101
1.278,-0.06646991563796147
1.28,-0.07538009323526342
1.282,-0.07877620229128597
1.284,-0.0498204280247818
1.286,-0.08924893179977604
1.288,-0.06691576069071198
1.29,-0.059859457461663636
1.292,-0.07586305764162238
1.294,-0.0725411409384677
1.296,-0.054081173238704046
1.298,-0.1031660443300157
1.3,-0.08706274210947842
1.302,-0.09378936241597707
1.304,-0.07532430012888944
1.306,-0.0572231473006329
1.308,-0.06337769513534311
1.31,-0.1040941969071958
1.312,-0.07364204121084057
1.314,-0.08355827770864623
1.316,-0.06488068694928475
1.318,-0.09850602341160437
1.32,-0.06110340064294234
1.322,-0.07796212930662447
1.324,-0.05243218841327438
1.326,-0.08839255047866185
1.328,-0.09287010442493351
1.33,-0.09439002709679362
1.332,-0.08660904803656232
1.334,-0.09366387889804706
1.336,-0.05446412578654703
1.338,-0.07301586290046365
1.34,-0.06835458994290014
1.342,-0.062051839646351116
1.344,-0.04878510421958729
1.346,-0.07018048476337492
1.348,-0.01983020820772414
1.35,-0.04506730643421315
1.352,-0.051872643056359725
1.354,0.0014040569314912904
1.356,-0.03700938348040078
1.358,-0.006972289745712919
1.36,-0.012490843843929315
1.362,-0.014939738014843086
1.364,-0.0024844939888252126
1.366,-0.037111967669616996
1.368,0.0017269186766581983
1.37,0.015957667935427047
1.372,-0.029766235726603106
1.374,-0.009684849263430087
1.376,-0.005313210501441522
1.378,-0.005617552328828063
1.38,0.010988926547985682
1.382,0.0308713707945065
1.384,0.007514568970401234
1.386,0.007206266208024988
1.388,-0.017308275035979964
1.39,0.0049250268742632
1.392,0.021732296991849996
1.394,0.01420945635078794
1.396,0.010697440924331612
1.398,0.011427635857725955
1.4,-0.0061893691214921645
1.402,-0.010554949506688385
1.404,-0.014484071177950556
1.406,-0.03075004677035143
1.408,-0.034314489679865216
1.41,-0.023065313150433385
1.412,-0.01656273033228766
1.414,-0.034436203330692944
1.416,-0.0287618204409533
1.418,-0.05177972493038299
1.42,-0.046388315033977855
1.422,-0.07591501022639577
1.424,-0.07443923751259236
1.426,-0.06673568604298526
1.428,-0.0472558847340497
1.43,-0.08717451542741599
1.432,-0.08251294233686945
1.434,-0.1550281638317568
1.436,-0.24155520189339255
1.438,-0.22753609362740643
1.44,-0.27171857696079876
1.442,-0.26049482974149724
1.444,-0.21323081147770767
1.446,-0.1952553983295402
1.448,0.42617849516832224
1.45,0.6173905562650562
1.452,0.79104864309518
1.454,0.8371398068648328
1.456,0.7115267139516761
1.458,0.4703536854234132
1.46,0.2601989633665937
1.462,0.08419960508013394
1.464,-0.030981740477285122
1.466,-0.07815018521829908
1.468,-0.11704780930714484
1.47,-0.11457117504594992
1.472,-0.1555608524173979
1.474,-0.2374963300249113
1.476,-0.28829368399456134
1.478,-0.3550568302106833
1.48,-0.34336384299920997
1.482,-0.3491660446591207
1.484,-0.3051198340108828
1.486,-0.21415911245687524
1.488,-0.15999938024622096
1.49,-0.1313734986645902
1.492,-0.1156681822631689
1.494,-0.1019464645876335
1.496,-0.11015272987706605
1.498,-0.09330567586490851
1.5,-0.10345236264227042
1.502,-0.10238463500308004
1.504,-0.07107395359656853
1.506,-0.0928990017091975
1.508,-0.07831445897938599
1.51,-0.1036233572727679
1.512,-0.0791166395709195
1.514,-0.08248130085143174
1.516,-0.048360180685757745
1.518,-0.06387443872421705
1.52,-0.04697425067965993
1.522,-0.06098718602491393
1.524,-0.0381384480435872
1.526,-0.009021479372378254
1.528,-0.03646988252999158
1.53,-0.009466069415371217
1.532,0.010803190105779242
1.534,-0.025788588560374994
1.536,0.010330817093799651
1.538,-0.0017909954867032002
1.54,0.012837041422555005
1.542,0.02256630283540594
1.544,0.04299864175021727
1.546,0.04876013329185941
1.548,0.0511944026576121
1.55,0.04385316569008332
1.552,0.06215326652327499
1.554,0.09278893697896516
1.556,0.0860361627009902
1.558,0.08510938100868945
1.56,0.09530704786772731
1.562,0.11839388930025244
1.564,0.13903507833443818
1.566,0.11254655474595603
1.568,0.14175782889034047
1.57,0.12315512728488702
1.572,0.16288545632060253
1.574,0.14612920893469333
1.576,0.17007044964720427
1.578,0.15144875383053646
1.58,0.1688661472450387
1.582,0.18746861074733226
1.584,0.2102865642554306
1.586,0.18196509606674344
1.588,0.1959299287790796
1.59,0.20716091605481501
1.592,0.1866734297216205
1.594,0.17298657207636492
1.596,0.18507238916319046
1.598,0.14363259507271672
1.6,0.19290397837657797
1.602,0.18179997363346498
1.604,0.1723054881278899
1.606,0.17683748845750177
1.608,0.1840786366483334
1.61,0.18201226941431656
1.612,0.1499073273646354
1.614,0.1927048938172017
1.616,0.12736138605943384
1.618,0.17399601750723348
1.62,0.18597972535688115
1.622,0.1366906332898343
1.624,0.187078552018962
1.626,0.17213726488665518
1.628,0.1451909046274356
1.63,0.13889366512244028
1.632,0.1681113277086702
1.634,0.15163652616923481
1.636,0.10701590866221725
1.638,0.13318328537880103
1.64,0.11145313948512521
1.642,0.1183201932391357
1.644,0.1025216495814933
1.646,0.08509925483508897
1.648,0.0825591710765363
1.65,0.05294165614525694
1.652,0.07176043549621107
1.654,0.05375856116720805
1.656,0.06933665973522286
1.658,0.05442518833962708
1.66,0.04439626410898511
1.662,0.02287268786087755
1.664,0.03678703457455312
1.666,0.017941305328164018
1.668,0.009921808406834926
1.67,0.006635076503030779
1.672,-0.013207598074063442
1.674,-0.011190474065379446
1.676,-0.010763589993048418
1.678,-0.037777963254299565
1.68,-0.024296105252041327
1.682,-0.03397146168167244
1.684,-0.038728289476739196
1.686,-0.058770654086615554
1.688,-0.055465041346402934
1.69,-0.04252778020413961
1.692,-0.06304426158377621
1.694,-0.05440718899674502
1.696,-0.06771826151199686
1.698,-0.0798831713356873
1.7,-0.06570101522874776
1.702,-0.09022076578818375
1.704,-0.09017255578921039
1.706,-0.062373184842965904
1.708,-0.07921413369207464
1.71,-0.06505499041997746
1.712,-0.0536785622529879
1.714,-0.07961541086895522
1.716,-0.064123313985169
1.718,-0.07690134728578432
1.72,-0.0690079845115379
1.722,-0.05663296584884694
1.724,-0.05860823382120205
1.726,-0.06544294685259519
1.728,-0.09144506389872097
1.73,-0.08574650951855982
1.732,-0.06169700290168286
1.734,-0.05822174984199439
1.736,-0.05330742024765092
1.738,-0.07468116676945744
1.74,-0.08522605452691794
1.742,-0.0722074932443506
1.744,-0.04223848569055294
1.746,-0.0689161833622068
1.748,-0.07328776758822507
1.75,-0.09389805910536762
1.752,-0.07554945848000688
1.754,-0.08737334610300596
1.756,-0.05290346741723077
1.758,-0.0854981896587495
1.76,-0.08339664608409242
1.762,-0.07412356799578142
1.764,-0.06046800174189985
1.766,-0.06254419954048704
1.768,-0.0452636782802598
1.77,-0.08158788130420404
1.772,-0.05490578492008417
1.774,-0.05087970479640329
1.776,-0.06813962249064645
1.778,-0.0880062127282712
1.78,-0.04758278866717862
1.782,-0.05652294902189451
1.784,-0.07085164111565675
1.786,-0.08497901816756817
1.788,-0.06247670654755839
1.79,-0.04879341140075384
1.792,-0.07027391359750257
1.794,-0.0599441223623888
1.796,-0.04040032286372819
1.798,-0.05450941993906174
1.8,-0.023972425576854153
1.802,-0.05943725933544607
1.804,-0.05997220839773361
1.806,-0.046421315995770505
1.808,-0.03936141371526162
1.81,-0.07200980445919021
1.812,-0.041429354875460095
1.814,-0.034678607380588804
1.816,-0.06254727146359747
1.818,-0.057603156312910006
1.82,-0.044127159252727755
1.822,-0.04132729412125625
1.824,-0.0422460596657775
1.826,-0.04195183404690141
1.828,-0.05033579317002312
1.83,-0.05890550201625833
1.832,-0.03955476280621433
1.834,-0.04389187924674878
1.836,-0.023903145340394415
1.838,-0.0709223084214591
1.84,-0.04335147452226663
1.842,-0.0453586678836638
1.844,-0.06184283944311649
1.846,-0.04252496970875023
1.848,-0.0544920032183086
1.85,-0.02105347600884582
1.852,-0.03477161118311
1.854,-0.03609511801491397
1.856,-0.02860449266176102
1.858,-0.05329142040987888
1.86,-0.034670155092069534
1.862,-0.053887228511390675
1.864,-0.058560016582744116
1.866,-0.04043311403689367
1.868,-0.05040837358107001
1.87,-0.057985001418131
1.872,-0.035305799667792334
1.874,-0.04912367327595519
1.876,-0.04051026036363929
1.878,-0.017843093532639596
1.88,-0.007616361171439049
1.882,-0.023572450496613648
1.884,0.0037474116747991813
1.886,-0.03361300199483814
1.888,-0.0036033791485573096
1.89,-0.044720468917316764
1.892,-0.027476607094888222
1.894,-0.01800210896944786
1.896,-0.025995105012348325
1.898,-0.04722721820524144
1.9,-0.012700118979216154
1.902,-0.034008622870890265
1.904,-0.017154975571687478
1.906,-0.03434534387552872
1.908,-0.019867117858516695
1.91,-0.028019060185554712
1.912,-0.029586152603704743
1.914,-0.03213043847224799
1.916,-0.009591185532826044
1.918,-0.014309304813749845
1.92,-0.028228054986257266
1.922,-0.043448946749764884
1.924,-0.03175136110709899
1.926,-0.011429342560345146
1.928,-0.026730308115303764
1.93,-0.003011296078352327
1.932,-0.028006676069322372
1.934,-0.01125022843355887
1.936,-0.01728660743670743
1.938,-0.03914389246789816
1.94,-0.03447761441392468
1.942,-0.02653480611765452
1.944,-0.005217118995241888
1.946,-0.031232524909541436
1.948,-0.015654475232906518
1.95,-0.029295943695217114
1.952,-0.03363483070786892
1.954,-0.004115582655899067
1.956,-0.029391248445568015
1.958,-0.03388905767165616
1.96,-0.017258150613956316
1.962,-0.006375661347988075
1.964,-0.022455991646441555
1.966,-0.027739706647266212
1.968,-0.01236513821492289
1.97,0.005734587779483417
1.972,0.0022359576380638776
1.974,0.013945551141363014
1.976,-0.009640885724629417
1.978,-0.019741443011842726
1.98,-0.020156497205768863
1.982,-0.010602397958394209
1.984,-0.009471231476921593
1.986,-0.007718079360187119
1.988,-0.0074038867840639285
1.99,-0.0008314704725522888
1.992,-0.008459268785491227
1.994,-0.0026756638735046714
1.996,0.036303116232543085
1.998,-0.003913708193718243
2.0,-0.01906209111804192
2.002,-0.00491296392163151
2.004,0.0012537829212390993
2.006,0.008433957135255393
2.008,0.02229474269514428
2.01,0.031091046733491116
2.012,0.052838891303197986
2.014,0.05756500987602278
2.016,0.06636674578310829
2.018,0.05492187529065591
2.02,0.0745249704212647
2.022,0.07891459561576464
2.024,0.0534552715580231
2.026,0.07963882566108968
2.028,0.07139173974060047
2.03,0.09367900854527857
2.032,0.0898330949596999
2.034,0.0825861016125995
2.036,0.08038571751255788
2.038,0.09526954020919533
2.04,0.13185367800858788
2.042,0.11570149341968748
2.044,0.09649281446952451
2.046,0.1002442269720454
2.048,0.11515990675305797
2.05,0.0901706134113139
2.052,0.11991726658619623
2.054,0.11687319091892934
2.056,0.10860716470858288
2.058,0.11202117427629972
2.06,0.1039967288893973
2.062,0.10135721724109006
2.064,0.12716721846063342
2.066,0.10499306195188078
2.068,0.11605933181986866
2.07,0.0799766942785525
2.072,0.10169777463310503
2.074,0.12585610885954565
2.076,0.07568463166971694
2.078,0.09643228967573339
2.08,0.06571469509752476
2.082,0.06964406679059357
2.084,0.013905176148837482
