t,signal
0.576,0.08610574843421416
0.58,0.07125129931116725
0.584,0.07855170600387917
0.588,0.07269853147258158
0.592,0.09650354254317245
0.596,0.06560074866313303
0.6,0.06313861140141852
0.604,0.06974413847761073
0.608,0.07035870348480901
0.612,0.06871544444119813
0.616,0.05812052217624495
0.62,0.06315594629583483
0.624,0.07672438265634773
0.628,0.09195767829313888
0.632,0.0802712354848591
0.636,0.08745794885193954
0.64,0.07869306003543469
0.644,0.08580126849311165
0.648,0.06470413930998399
0.652,0.058732706925636195
0.656,0.0840587213550826
0.66,0.08515314992379719
0.664,0.07318037605559037
0.668,0.03683433152702745
0.672,0.1004633425835184
0.676,0.0818971359148106
0.68,0.0647941767156598
0.684,0.041952980047363635
0.688,0.07622993182062367
0.692,0.04735611584917479
0.696,0.07378342115310295
0.7,0.06544507575966883
0.704,0.08387239164212172
0.708,0.11177675164497992
0.712,0.06760307006143589
0.716,0.0812580799000238
0.72,0.01949748892121894
0.724,0.07913268869839954
0.728,0.04961868017994902
0.732,0.054561823291647236
0.736,0.057804713928620466
0.74,0.030756183352584024
0.744,0.07254782385000337
0.748,0.08842443223770383
0.752,0.053306023666198014
0.756,0.05495371634346056
0.76,0.08835140697024847
0.764,0.06296913139499682
0.768,0.04573461307397387
0.772,0.06481968565060515
0.776,0.052058975070757546
0.78,0.05006253221305495
0.784,0.05220543520141687
0.788,0.08105939636534196
0.792,0.023961653654597233
0.796,0.04631244583478031
0.8,0.05137903593635939
0.804,0.07191188050627709
0.808,0.06575805224993564
0.812,0.052736160847633835
0.816,0.02956193808124091
0.82,0.059676482890190084
0.824,0.05385709579053359
0.828,0.02340096253794709
0.832,0.0669243012527904
0.836,0.05378021158730981
0.84,0.03475879671655941
0.844,0.041215912559313186
0.848,0.04308268295616181
0.852,0.06919615019105439
0.856,0.03905186029059567
0.86,0.02272672382173164
0.864,0.06606689721884201
0.868,0.05247583291314575
0.872,0.04436964198856614
0.876,0.07660871327203911
0.88,0.10926385560344347
0.884,0.07123806833507129
0.888,0.07966712214081492
0.892,0.11293279652816249
0.896,0.09141782705182663
0.9,0.08821074236832735
0.904,0.10621699107946596
0.908,0.11361633343078703
0.912,0.09364441082058896
0.916,0.1286512267798226
0.92,0.1251696498006898
0.924,0.0900757755497864
0.928,0.07620960902608806
0.932,0.14127493018433926
0.936,0.11740358656188442
0.94,0.0973382901546065
0.944,0.12992236680649794
0.948,0.06569599492317736
0.952,0.06983397249305737
0.956,0.08813434505683682
0.96,0.06428220915557303
0.964,0.04467056417223354
0.968,0.06457004682817662
0.972,0.020041034461354787
0.976,0.04946547688982612
0.98,0.029713439419146535
0.984,0.024759977038174865
0.988,-0.10241642029063351
0.992,-0.15729530894618965
0.996,-0.19989943848220892
1.0,-0.12704064966441958
1.004,0.4041252353521284
1.008,0.7577609960778868
1.012,0.8801144446915414
1.016,0.6780494825739031
1.02,0.28863389344200047
1.024,0.1004273318624829
1.028,-0.017282476419614206
1.032,-0.04093930905651216
1.036,-0.08546989020630417
1.04,-0.1790320653275852
1.044,-0.24644233130386148
1.048,-0.2569545479908369
1.052,-0.16549298220755232
1.056,-0.10017348929531526
1.06,-0.05079986224253364
1.064,-0.025810818929853274
1.068,-0.005607910283216932
1.072,0.02145203912395324
1.076,-0.024285390532736182
1.08,-0.02776799575507778
1.084,-0.024514003690390695
1.088,-0.012333165231175265
1.092,0.029092974202627808
1.096,-0.026595577272455574
1.1,0.039231269434257976
1.104,0.003689586444233531
1.108,-0.0035527646453879565
1.112,-0.012487719210518954
1.116,0.07459458594530828
1.12,0.07603131251829745
1.124,0.06384160629351783
1.128,0.08672289812810417
1.132,0.11717741470370947
1.136,0.07874693769096813
1.14,0.11288176080082012
1.144,0.10653300757364746
1.148,0.12081483242898325
1.152,0.14262217736492366
1.156,0.1398542263198239
1.16,0.15925094498408982
1.164,0.18599740993362734
1.168,0.1839902406769409
1.172,0.1801025322141822
1.176,0.1652695570904573
1.18,0.18798050089638602
1.184,0.21986186780734615
1.188,0.20487925407060673
1.192,0.21273014539296478
1.196,0.20396918137158496
1.2,0.22160947570882583
1.204,0.20733880678667702
1.208,0.22397617173551876
1.212,0.19988210922844177
1.216,0.2140165722487539
1.22,0.17093241875138962
1.224,0.17473750781673764
1.228,0.17602752851116182
1.232,0.18454441042620365
1.236,0.16154738930226548
1.24,0.14012118656766978
1.244,0.130580216221969
1.248,0.15545704099934413
1.252,0.11948585615449966
1.256,0.10747862619221035
1.26,0.08646395627821377
1.264,0.08526148534990646
1.268,0.04992573272391672
1.272,0.03434734329828368
1.276,0.04361028423054825
1.28,0.05363992060091078
1.284,0.004393817342072701
1.288,0.015825091661925694
1.292,-0.017262083250765472
1.296,-0.0008946475879476701
1.3,-0.026709647392526188
1.304,-0.027419008001596155
1.308,-0.034361393201133114
1.312,-0.04165456609705466
1.316,-0.05765608449856944
1.32,-0.06523580349279903
1.324,-0.0812601105576797
1.328,-0.10006821070986488
1.332,-0.0851902686347352
1.336,-0.0797295966737167
1.34,-0.09406127380143633
1.344,-0.08852434836210506
1.348,-0.10313414406973748
1.352,-0.06492354429103293
1.356,-0.07946441169944812
1.36,-0.08467567965774933
1.364,-0.07794571710509161
1.368,-0.11904888928481074
1.372,-0.0798462193756607
1.376,-0.10782519221855616
1.38,-0.0535286742332552
1.384,-0.0897497431017833
1.388,-0.07239688098243631
1.392,-0.08676023464848014
1.396,-0.07861527685215672
1.4,-0.07085584583380844
1.404,-0.08348785502320293
1.408,-0.0859677291370218
1.412,-0.1084919762469015
1.416,-0.0765876676400867
1.42,-0.06809631860061405
1.424,-0.06326708705569077
1.428,-0.105225150828854
1.432,-0.07502917896890009
1.436,-0.10324541508740119
1.44,-0.07305851472086881
1.444,-0.05386894829385627
1.448,-0.06112426544172589
1.452,-0.07383540436535636
1.456,-0.08712303329341269
1.46,-0.056265527583960806
1.464,-0.07051483977923038
1.468,-0.10281806725388161
1.472,-0.08708052802776942
1.476,-0.08251661512902678
1.48,-0.07884436240665521
1.484,-0.07694051574926207
1.488,-0.11222347726793441
1.492,-0.08821428301619101
1.496,-0.08657985471083654
1.5,-0.1080100394165117
1.504,-0.10297049331698344
1.508,-0.046326282926101844
1.512,-0.11700494545547785
1.516,-0.0779183017230508
1.52,-0.09400148585073075
1.524,-0.08065952979808322
1.528,-0.0727286902588608
1.532,-0.08237883241685506
1.536,-0.0923122723879578
1.54,-0.08625114068661753
1.544,-0.06969013482124312
1.548,-0.08821032599179458
1.552,-0.07800164725373815
1.556,-0.0818451636738443
1.56,-0.11150615513417299
1.564,-0.10833721682573973
1.568,-0.09259266134090481
1.572,-0.07760736264462699
1.576,-0.0651880067034715
1.58,-0.07050462484686568
1.584,-0.09193865150232709
1.588,-0.09989057067750662
1.592,-0.08522997769277763
1.596,-0.09791691703707761
1.6,-0.07920500088378384
1.604,-0.08807832690320848
1.608,-0.11401815142922887
1.612,-0.09684576379033938
1.616,-0.07355328745613299
1.62,-0.0744669264908709
1.624,-0.12076158312742671
1.628,-0.07500750999918342
1.632,-0.10795488411501372
1.636,-0.08463794558407449
1.64,-0.06115598242848603
1.644,-0.04559449355671667
1.648,-0.09031063106887091
1.652,-0.07142898298918163
1.656,-0.08746776548647654
1.66,-0.07989778311535445
1.664,-0.047413008373651415
1.668,-0.04672742398098692
1.672,-0.0648366431452713
1.676,-0.045725965021319905
1.68,-0.05925470866981617
1.684,-0.06039959513527655
1.688,-0.1036650159375565
1.692,-0.06324121011852071
1.696,-0.11880461034549986
1.7,-0.05666774711780684
1.704,-0.05774742872989446
1.708,-0.07522869462380455
1.712,-0.053109314891345266
1.716,-0.06194511255503128
1.72,-0.06135546558504325
1.724,-0.052950819964722444
1.728,-0.03629669900859144
1.732,-0.0516841701362717
1.736,-0.021397828103327812
1.74,0.009444900963424626
1.744,-0.009738637878726145
1.748,-0.014712404710447716
1.752,0.011769509095912933
1.756,0.0169233025166952
1.76,0.030946689171935948
1.764,0.01987127678690083
1.768,0.055675323460274054
1.772,0.01955135032985177
1.776,0.012528300744803668
1.78,0.02875795311357925
1.784,0.011696119162181754
1.788,0.054250901540558595
1.792,0.019310310093647573
1.796,0.039799577625915905
1.8,0.012471658364223703
1.804,0.02718920475914563
1.808,0.016091867081563394
1.812,-0.0005921847701769127
1.816,0.003728625520895519
1.82,0.026242148770734778
1.824,-0.03409838161334334
1.828,-0.01744121560132294
1.832,0.004676051693660132
1.836,-0.039277670235766254
1.84,-0.03588590733771079
1.844,-0.12634182051334364
1.848,-0.19295673817024006
1.852,-0.23225166765872005
1.856,-0.17036103023266108
1.86,0.2906185285510848
1.864,0.605214598708433
1.868,0.823899798691458
1.872,0.6857227145435377
1.876,0.38777743359123906
1.88,0.12111651898391257
1.884,0.01339594771303643
1.888,-0.05494797785097757
1.892,-0.0865983031117244
1.896,-0.15893219739036413
1.9,-0.2593151752899847
1.904,-0.2976801590407047
1.908,-0.23159988413027982
1.912,-0.09386283239563532
1.916,-0.08438971327341979
1.92,-0.01755709514457429
1.924,-0.04948484032328248
1.928,-0.018146593399167393
1.932,0.015527613822132452
1.936,-0.023671283727872514
1.94,0.002985277794488595
1.944,0.041672849082747807
1.948,-0.004185565152371174
1.952,0.046253888440246776
1.956,0.04148329506781946
1.96,0.05186646985735675
1.964,0.041721104452820186
1.968,0.08171380560951406
1.972,0.05541025549894158
1.976,0.0775643752697494
1.98,0.0878299708990395
1.984,0.11626789247970852
1.988,0.1462255516997161
1.992,0.1192276677653238
1.996,0.1836055321521926
2.0,0.15641625838267562
2.004,0.1703982458477045
2.008,0.18091858467057895
2.012,0.20740781004025322
2.016,0.2172076831896965
2.02,0.2215592366542287
2.024,0.24380863053252982
2.028,0.2507015788040494
2.032,0.2394481463377174
2.036,0.2533011499410279
2.04,0.24614027270117808
2.044,0.2648664647845841
2.048,0.26584388199640074
2.052,0.29660963381008254
2.056,0.27500241778061274
2.06,0.25271219662272565
2.064,0.2973095108582086
2.068,0.2782649698969264
2.072,0.2848293812680583
2.076,0.28176105025319337
2.08,0.26414875074038396
2.084,0.25329233379059973
2.088,0.24125995514450485
2.092,0.26176201393604875
2.096,0.263265869326409
2.1,0.23367581646534014
2.104,0.20239230672618455
2.108,0.17734150020643452
2.112,0.17884697293420734
2.116,0.15910745361609835
2.12,0.18583250632894488
2.124,0.18301427233569562
2.128,0.17280365897328526
2.132,0.1517138684365552
2.136,0.15181504234121815
2.14,0.1619010468741488
2.144,0.09774260132303075
2.148,0.11218162873316802
2.152,0.11887967581765482
2.156,0.09378847449066124
2.16,0.09279312578220703
2.164,0.08567329104248135
2.168,0.07742415925724493
2.172,0.05285910282565567
2.176,0.07562637161236033
2.18,0.04583757863011206
2.184,0.051796528395072726
2.188,0.023225245075096698
2.192,0.032920256035072454
2.196,0.07133975201303576
2.2,0.026154375050243213
2.204,0.07186448877505298
2.208,0.014396091885765485
2.212,0.05100129975739598
2.216,0.06573915391765102
2.22,0.06918310427662999
2.224,0.08786950218385922
2.228,0.05764176507379385
2.232,0.07363291170271602
2.236,0.019558339513026532
2.24,0.09428416542384394
2.244,0.07503239683859869
2.248,0.08270355176387985
2.252,0.05875050389874763
2.256,0.03958777879208771
2.26,0.0289667455309497
2.264,0.04318312607531378
2.268,0.04917327839163764
2.272,0.08012680148372406
2.276,0.04168262817896472
2.28,0.08045565826075217
2.284,0.08200051282874303
2.288,0.09595685900725862
2.292,0.06327279574114637
2.296,0.07409804423831953
2.3,0.06775478840138202
2.304,0.09619019076562568
2.308,0.07530449927046275
2.312,0.07895694746949697
2.316,0.09390523956905768
2.32,0.09010310629158087
2.324,0.09752340441572553
2.328,0.05177549616743658
2.332,0.07471023393856924
2.336,0.08482402313635064
2.34,0.07382912528929901
2.344,0.04641249209400044
2.348,0.09045143506328866
2.352,0.05513099690331384
2.356,0.08593128537604403
2.36,0.06942356208681685
2.364,0.08255140184120491
2.368,0.06473452107712846
2.372,0.07189548076868398
2.376,0.10201587226928302
2.38,0.04737917690890604
2.384,0.0737154765765959
2.388,0.07845324572173186
2.392,0.08983677140747173
2.396,0.0794018954240232
2.4,0.0669185633549465
2.404,0.09410749327686413
2.408,0.10501764384246853
2.412,0.09234638920120296
2.416,0.07283581901362522
2.42,0.07668936139624516
2.424,0.06847778239039952
2.428,0.13075841152353543
2.432,0.06099088121035338
2.436,0.09579664416980169
2.44,0.07819604221923289
2.444,0.09959060911826609
2.448,0.07451997228965293
2.452,0.09465093519857896
2.456,0.10750206897112677
2.46,0.08105893372114051
2.464,0.08763738619673744
2.468,0.08347105596735216
2.472,0.08293426675378793
2.476,0.10621615016494067
2.48,0.10926046738189744
2.484,0.12326397976295007
2.488,0.08272653097433086
2.492,0.07774110599502036
2.496,0.0863941969250324
2.5,0.09816163643090914
2.504,0.07579483682118283
2.508,0.09677501435972997
2.512,0.07274301655484944
2.516,0.09838721246538065
2.52,0.0717707458920786
2.524,0.08353462593423198
2.528,0.08248764100997243
2.532,0.10766205771693656
2.536,0.07055736804505
2.54,0.0906273131547891
2.544,0.09959318001710506
2.548,0.09444447531045523
2.552,0.08339316772990814
2.556,0.09340263071395354
2.56,0.0788025483849902
2.564,0.07753489611912254
2.568,0.08731542402424324
2.572,0.09286939500020275
2.576,0.10538755349691269
2.58,0.1031716596073465
2.584,0.1258057449969486
2.588,0.1162967068585638
2.592,0.14205311433982226
2.596,0.1529696624266645
2.6,0.0987474557971507
2.604,0.1495232407791524
2.608,0.1461793615527177
2.612,0.1580194017088291
2.616,0.1600123690659712
2.62,0.15311649929748927
2.624,0.17848836317090877
2.628,0.19420052629106105
2.632,0.15685207992941766
2.636,0.16590541525591745
2.64,0.14658217858924324
2.644,0.18163253186228134
2.648,0.19757293794438666
2.652,0.1804299583044598
2.656,0.16737177094301084
2.66,0.1489174154221959
2.664,0.1210195655969245
2.668,0.1420318353483861
2.672,0.11576285372832111
2.676,0.10708348133833026
2.68,0.12509555384426
2.684,0.07942423743116198
2.688,0.07064600903883807
2.692,0.10391254178018891
2.696,0.0827383518660008
2.7,-0.02778484693446454
2.704,-0.09176992059632665
2.708,-0.06751453941365927
2.712,-0.1065503082906727
2.716,-0.017777763998933178
2.72,0.6420607266340577
2.724,0.8980077461629914
2.728,0.8724786713894762
2.732,0.5835642431616556
2.736,0.2580719873135561
2.74,0.12751086767405753
2.744,0.03033415279108972
2.748,0.016834644059174814
2.752,-0.030656564746627885
2.756,-0.148370420844611
2.76,-0.18219998388354974
2.764,-0.15917894674659666
2.768,-0.027031869122145627
2.772,0.008298273734690534
2.776,0.04536366618597322
2.78,0.04229097427568231
2.784,0.04125648548415405
2.788,0.06541433662503872
2.792,0.07231921766973029
2.796,0.0623845592407481
2.8,0.07082216178685187
2.804,0.05207965327084645
2.808,0.09411317383790661
2.812,0.10184470634799489
2.816,0.0917376848099682
2.82,0.08233735459546172
2.824,0.09144078164110916
2.828,0.12093573151281567
2.832,0.11671046807368995
2.836,0.14815387789565307
2.84,0.1669099254108607
2.844,0.1578114131969855
2.848,0.18805471489896525
2.852,0.1898608732146427
2.856,0.2103578158352235
2.86,0.2392610479484431
2.864,0.2608731980677415
2.868,0.23515279367913688
2.872,0.23561039412600668
2.876,0.25149065961981476
2.88,0.27438866038785026
2.884,0.2595741854786001
2.888,0.2521331983318498
2.892,0.2488720215258855
2.896,0.2831855164486998
2.9,0.2506980949438724
2.904,0.26507556129858467
2.908,0.28285077267430353
2.912,0.30529238049510343
2.916,0.2749886238403828
2.92,0.30065637748297075
2.924,0.27820995224642847
2.928,0.2641410505900694
2.932,0.27576993659974636
2.936,0.274632213015212
2.94,0.2521320009047229
2.944,0.23401672805638873
2.948,0.24084663312188292
2.952,0.22097383102003706
2.956,0.20792744957643217
2.96,0.19765044509239463
2.964,0.21138708596272
2.968,0.1918385214353537
2.972,0.16573154654024388
2.976,0.16532749532066268
2.98,0.14181912966560484
2.984,0.1470579427349566
2.988,0.10325468839307506
2.992,0.11514660446772097
2.996,0.11932401634409628
3.0,0.09486988644150705
3.004,0.059550762325259604
3.008,0.07230283328537516
3.012,0.06848619181727664
3.016,0.03255920902139422
3.02,-0.0025460698028011443
3.024,0.021275694031214213
3.028,0.033970080831917084
3.032,0.022307754343321214
3.036,0.0028564714956229764
3.04,-0.0034452976053106076
3.044,0.006946839812555854
3.048,-0.023763164133985187
3.052,-0.0009038813693404332
3.056,-0.005025945203270328
3.06,-0.0047225175134034915
3.064,-0.03195017189881056
3.068,-0.05625251084242417
3.072,-0.03415889524768086
3.076,-0.020186918948839894
3.08,0.0032723058731345344
3.084,-0.03600124087483912
3.088,-0.033563535819404355
3.092,-0.03551876110273311
3.096,-0.04786300964442958
3.1,-0.016596633745557792
3.104,0.014343568767661541
3.108,-0.05333999985105728
3.112,-0.03132700685637791
3.116,-0.016853746688442948
3.12,-0.025526745486599674
3.124,-0.04331994698699052
3.128,-0.06354521868437496
3.132,-0.058799473078029206
3.136,-0.030139282157713256
3.14,-0.03930288143397818
3.144,0.0020315631826879036
3.148,-0.03448194238899006
3.152,-0.025652374286053835
3.156,-0.02184495594521797
3.16,-0.02195286539588725
3.164,-0.036456592350840984
3.168,-0.06369757221512946
3.172,-0.07586234846303426
3.176,-0.04969963345218737
3.18,-0.06338539307795277
3.184,-0.04370630328969696
3.188,-0.06078014190341369
3.192,-0.028221456726357372
3.196,-0.06882304059337262
3.2,-0.039197250917300024
3.204,-0.033709606488575856
3.208,-0.06793838592286813
3.212,-0.0678634843168656
3.216,-0.07569622850893035
3.22,-0.07624707142313575
3.224,-0.0871224593307752
3.228,-0.053176638279128156
3.232,-0.03603304679173135
3.236,-0.05842763353032652
3.24,-0.05454218590490977
3.244,-0.04265573305866459
3.248,-0.04530472658058566
3.252,-0.03832920668096288
3.256,-0.053682868666662144
3.26,-0.07149876094824426
3.264,-0.06246252424719567
3.268,-0.09192141286437248
3.272,-0.05610494311590886
3.276,-0.05631106166501762
3.28,-0.08664158844054536
3.284,-0.09825658468224696
3.288,-0.10090974354733266
3.292,-0.08141373743447934
3.296,-0.05242922416399818
3.3,-0.07580849956563954
3.304,-0.08554448396390198
3.308,-0.08341256116701506
3.312,-0.07913405041960021
3.316,-0.09379162732867401
3.32,-0.06979314742019856
3.324,-0.06526913139880555
3.328,-0.039351572224346244
3.332,-0.05159250967481043
3.336,-0.06219353027002509
3.34,-0.13308179131446385
3.344,-0.061612839882390115
3.348,-0.048640592048731786
3.352,-0.08874480917579798
3.356,-0.09591240912712029
3.36,-0.0625245708303952
3.364,-0.07775026898672975
3.368,-0.08628902767970713
3.372,-0.06081484235840873
3.376,-0.1046017452226614
3.38,-0.06349431540451043
3.384,-0.08947761684111999
3.388,-0.08734873582011846
3.392,-0.0816809610402458
3.396,-0.08699975973891809
3.4,-0.10368443389453845
3.404,-0.11393426664398106
3.408,-0.061084757503636226
3.412,-0.07967545826236783
3.416,-0.05721576821381837
3.42,-0.09570749059716196
3.424,-0.08252306200926393
3.428,-0.0776894171513112
3.432,-0.07501400357192621
3.436,-0.05216401458114788
3.44,-0.07595088450043504
3.444,-0.03210064505774398
3.448,-0.048857138964227075
3.452,-0.04431791795053599
3.456,-0.02847671710953746
3.46,-0.04851385556192973
3.464,-0.005703534055521266
3.468,-0.03968651630986596
3.472,-0.014564761548185335
3.476,-0.01349654386852802
3.48,-0.006972797524231
3.484,-0.002259219002197199
3.488,-0.022057432956807756
3.492,-0.007105373507476015
3.496,0.012300253910418293
3.5,-0.010192575624217147
3.504,0.0489606337686894
3.508,0.008140342726131851
3.512,0.016952094786450867
3.516,-0.023443239764011886
3.52,-0.01357463584751722
3.524,-0.007752590904721603
3.528,-0.031400538636408536
3.532,-0.016872809543692774
3.536,-0.06834389252470086
3.54,-0.06395779953435292
3.544,-0.06950225460948216
3.548,-0.07889323180530598
3.552,-0.05900511666947895
3.556,-0.10619934863407292
3.56,-0.20329892042246378
3.564,-0.27343020616983826
3.568,-0.24832167609327696
3.572,-0.19050812886315263
3.576,0.4287317105158968
3.58,0.6976593912743081
3.584,0.804255340047519
3.588,0.5168358773455176
3.592,0.20504868962661904
3.596,0.013279704537589412
3.6,-0.11285778301579148
3.604,-0.12589125974682613
3.608,-0.14435911396832948
3.612,-0.2623552340747627
3.616,-0.3273716864277645
3.62,-0.3162065396893658
3.624,-0.1940466713075537
3.628,-0.14318792625488172
3.632,-0.12312427925209714
3.636,-0.07855142296448746
3.64,-0.07150875738695653
3.644,-0.09756211490341442
3.648,-0.07063165212774261
3.652,-0.0814406428524072
3.656,-0.055459662646821145
3.66,-0.05417890765984363
3.664,-0.0372321874058035
3.668,-0.05429670844370609
3.672,-0.04377928791978236
3.676,-0.019988887142248727
3.68,-0.009112208174441657
3.684,-0.015175403734551477
3.688,0.033989734527774686
3.692,0.031528523133962344
3.696,0.06517067160627006
3.7,0.053515774497005245
3.704,0.06546628497587975
3.708,0.12032756973856071
3.712,0.10673865741734823
3.716,0.08932057407003005
3.72,0.09845793432857204
3.724,0.09803345302735572
3.728,0.10484934332109239
3.732,0.17167188209259562
3.736,0.16435195422887283
3.74,0.17534587283291167
3.744,0.17931163769682718
3.748,0.15624645799141332
3.752,0.18082875896621017
3.756,0.20548184181836515
3.76,0.20782283105036845
3.764,0.20129383291805195
3.768,0.21140745817702053
3.772,0.19695146810924719
3.776,0.21055253073530014
3.78,0.1809982018673128
3.784,0.19409075625535407
3.788,0.1995736965983499
3.792,0.18775273732422146
3.796,0.16794606088440311
3.8,0.20805575816630412
3.804,0.154810832769048
3.808,0.15799729600492293
3.812,0.17154463519888236
3.816,0.1396818160873628
3.82,0.13333134243168812
3.824,0.12495120333979773
3.828,0.10956186719346761
3.832,0.09904234896302258
3.836,0.10526756545994963
3.84,0.09072012495127428
3.844,0.07382805618986713
3.848,0.06290896691720546
3.852,0.04703329206213192
3.856,0.0506966072595873
3.86,0.03034604344564924
3.864,0.01571393907487946
3.868,0.024499440021603976
3.872,0.02591535674082945
3.876,-0.0022641572669365095
3.88,-0.017778979861046727
3.884,-0.011024759597901121
3.888,-0.026271185672150508
3.892,-0.02732514569351001
3.896,-0.016603337047249922
3.9,-0.032933516600630014
3.904,-0.06270653163195611
3.908,-0.01701046363136894
3.912,-0.03479395744145482
3.916,-0.0275701102976434
3.92,-0.0010293921397869657
3.924,-0.03186679894813826
3.928,-0.030472703091446493
3.932,-0.023730082578119097
3.936,-0.013898355636600628
3.94,-0.005582962320875484
3.944,-0.030761365255074894
3.948,-0.016778252927737214
3.952,-0.00583183639430307
3.956,-0.007227046957085437
3.96,-0.014701189346751757
3.964,-0.012543225659189612
3.968,-0.032266551471051653
3.972,-0.018488498384772973
3.976,-0.02480654273953795
3.98,0.026834556344180117
3.984,-0.013739231516204873
3.988,-0.02080758637799955
3.992,-0.033439494879268644
3.996,0.018484453072791333
4.0,0.004753825282142191
4.004,0.0076002962023330465
4.008,-0.015193376407614008
4.012,-0.007893357477374335
4.016,0.010719460763950053
4.02,-0.02414125775654742
4.024,-0.008352645100637282
4.028,0.026800982798767588
4.032,0.013056224594374322
4.036,-0.008486732021382505
4.04,0.00873642294485081
4.044,0.054235661029234876
4.048,0.017175178012252997
4.052,0.01960692183631456
4.056,0.02477678524100068
4.06,-0.043581323097577514
4.064,-0.005468834660378018
4.068,0.01632589331268374
4.072,0.011655998900528278
4.076,0.035176728430635205
4.08,0.01316577863110623
4.084,0.02119093815079828
4.088,0.0281332584006358
4.092,0.00993993635128502
4.096,0.03970399248015061
4.1,0.042077718357459576
4.104,0.03102122076243264
4.108,0.04200415591328872
4.112,-0.015895225473197258
4.116,0.019507766888535037
4.12,0.03968272396160418
4.124,0.045775738875301224
4.128,0.009627459846140048
4.132,0.025278723592235857
4.136,0.044548180761030946
4.14,0.022711112346513324
4.144,0.039856485914507946
4.148,0.029300348063700937
4.152,0.05718013268241559
4.156,0.06286926320053399
4.16,0.03158601464001213
4.164,0.048934850820342074
4.168,0.06066194284748757
4.172,0.05758855778956771
4.176,0.045539398672419504
4.18,0.059378997872246854
4.184,0.026407147795761043
4.188,0.048804956335270794
